----------------------------------------
Begin PBS Prologue Fri Jan 27 19:45:02 EST 2017 1485564302
Job ID:		77173546.gm-1r16-n04.guillimin.clumeq.ca
Username:	akashi
Group:		rck-371-01
Nodes:		aw-4r14-n19
End PBS Prologue Fri Jan 27 19:45:02 EST 2017 1485564302
----------------------------------------
Unsteady: 100000, 1.000000, 0, 0, vanleer, 0.200000, 0.200000, 1
setup: Selected Van Leer flux
Euler1dExplicit: Using 1-stage TVD RK scheme; loaded coefficients.
Euler1dExplicit: run(): Step 3220 - Time = 0.004185
Euler1dExplicit: run(): Step 3230 - Time = 0.004198
Euler1dExplicit: run(): Step 3240 - Time = 0.004211
Euler1dExplicit: run(): Step 3250 - Time = 0.004224
Euler1dExplicit: run(): Step 3260 - Time = 0.004237
Euler1dExplicit: run(): Step 3270 - Time = 0.004250
Euler1dExplicit: run(): Step 3280 - Time = 0.004263
Euler1dExplicit: run(): Step 3290 - Time = 0.004276
Euler1dExplicit: run(): Step 3300 - Time = 0.004289
Euler1dExplicit: run(): Step 3310 - Time = 0.004302
Euler1dExplicit: run(): Step 3320 - Time = 0.004315
Euler1dExplicit: run(): Step 3330 - Time = 0.004328
Euler1dExplicit: run(): Step 3340 - Time = 0.004341
Euler1dExplicit: run(): Step 3350 - Time = 0.004354
Euler1dExplicit: run(): Step 3360 - Time = 0.004367
Euler1dExplicit: run(): Step 3370 - Time = 0.004380
Euler1dExplicit: run(): Step 3380 - Time = 0.004393
Euler1dExplicit: run(): Step 3390 - Time = 0.004406
Euler1dExplicit: run(): Step 3400 - Time = 0.004419
Euler1dExplicit: run(): Step 3410 - Time = 0.004432
Euler1dExplicit: run(): Step 3420 - Time = 0.004445
Euler1dExplicit: run(): Step 3430 - Time = 0.004458
Euler1dExplicit: run(): Step 3440 - Time = 0.004471
Euler1dExplicit: run(): Step 3450 - Time = 0.004484
Euler1dExplicit: run(): Step 3460 - Time = 0.004497
Euler1dExplicit: run(): Step 3470 - Time = 0.004510
